employee_id,nama,tanggal_lahir,alamat,jabatan,department,tanggal_masuk
280006,Bakiadi Prabowo,2002-07-13,"Gang Kebonjati No. 9, Subulussalam, Sulawesi Utara 75568",Finance Manager,Finance,2023-06-16
512804,Labuh Uwais,1996-12-23,"Gang Kendalsari No. 898, Tanjungpinang, JA 84541",Underwriting Manager,Underwriting,2023-07-20
577564,Dr. Farhunnisa Pradana,1976-04-28,"Gg. Cikutra Timur No. 40, Palembang, Papua 90717",CS Supervisor,Customer Service,2024-09-10
209938,Laswi Adriansyah,1983-08-13,"Jl. Dipenogoro No. 4, Kota Administrasi Jakarta Barat, Sumatera Utara 66246",Senior Underwriter,Underwriting,2020-09-16
938326,dr. Harsanto Sihombing,1980-08-05,"Jalan Kapten Muslihat No. 2, Tual, Jawa Tengah 83347",CS Officer,Customer Service,2024-11-20
919445,dr. Laksana Saptono,1993-06-07,"Jl. Joyoboyo No. 59, Yogyakarta, NB 90035",CS Officer,Customer Service,2022-03-09
486910,Mulyanto Hakim,1992-05-05,"Jalan Joyoboyo No. 86, Medan, SU 25867",Senior Underwriter,Underwriting,2021-01-28
464870,Ira Adriansyah,1985-10-08,"Gang Dipenogoro No. 6, Tangerang Selatan, Sumatera Selatan 00168",Claims Supervisor,Claims,2021-01-28
46640,Umaya Wahyuni,1996-05-23,"Jalan Kiaracondong No. 6, Mataram, SR 88647",Senior CS Officer,Customer Service,2024-12-14
492023,Hairyanto Laksmiwati,1972-12-10,"Jl. Stasiun Wonokromo No. 514, Yogyakarta, YO 39924",Underwriting Manager,Underwriting,2025-05-01
338532,Jefri Tamba,1992-07-01,"Jl. HOS. Cokroaminoto No. 6, Surabaya, Maluku 05004",Claims Supervisor,Claims,2025-03-14
757040,Sadina Nugroho,1973-07-04,"Gg. R.E Martadinata No. 8, Bekasi, Kalimantan Selatan 18998",CS Supervisor,Customer Service,2022-06-16
756009,Ulya Habibi,1985-07-31,"Jalan Raya Setiabudhi No. 672, Prabumulih, Sumatera Barat 91341",CS Supervisor,Customer Service,2022-01-12
439404,Ophelia Prabowo,1990-11-24,"Jl. Ciwastra No. 25, Serang, NT 47675",Senior Sales Executive,Sales,2021-12-29
536132,Kawaca Rahimah,1990-09-13,"Gang Ciwastra No. 9, Ambon, Nusa Tenggara Timur 32567",CS Officer,Customer Service,2020-09-17
405973,"dr. Michelle Kuswoyo, M.TI.",1997-09-05,"Jalan M.H Thamrin No. 074, Kendari, Kalimantan Tengah 26062",Underwriter,Underwriting,2022-07-14
480625,"Keisha Suwarno, S.Pt",1985-07-28,"Jalan Wonoayu No. 32, Jayapura, SS 95447",Senior CS Officer,Customer Service,2023-11-09
920424,R.M. Cakrawangsa Mayasari,1988-11-22,"Gg. BKR No. 1, Palu, SS 66445",Underwriting Manager,Underwriting,2023-12-16
463151,"Dt. Balangga Prasasta, M.Kom.",1993-10-21,"Jalan BKR No. 913, Kupang, RI 08219",Claims Supervisor,Claims,2025-06-12
259072,Ghani Hutagalung,2005-03-13,"Gang Sentot Alibasa No. 9, Makassar, JK 71344",Sales Manager,Sales,2025-04-06
802275,Nyoman Jailani,1968-01-12,"Gg. Wonoayu No. 459, Bontang, Sulawesi Barat 07553",CS Officer,Customer Service,2022-06-21
481693,"KH. Prabawa Manullang, S.Psi",2001-11-02,"Jl. Raya Setiabudhi No. 2, Semarang, Aceh 36270",Claims Manager,Claims,2024-09-08
286458,Natalia Saragih,1982-10-31,"Gang Rungkut Industri No. 518, Sibolga, Nusa Tenggara Barat 98294",Sales Manager,Sales,2024-10-09
480179,"Alambana Sitorus, M.Kom.",1974-06-04,"Gg. M.T Haryono No. 572, Banjarmasin, Aceh 37682",Senior Sales Executive,Sales,2020-11-12
789453,"Sutan Cakrawangsa Simanjuntak, M.Pd",1969-12-30,"Gang Merdeka No. 310, Bontang, SR 75608",Senior Sales Executive,Sales,2024-06-02
599868,Oni Napitupulu,1970-03-09,"Gang Otto Iskandardinata No. 17, Palembang, Jawa Tengah 42857",Senior Underwriter,Underwriting,2023-04-14
284522,Laswi Prasasta,1970-03-02,"Gg. Jayawijaya No. 965, Pagaralam, Sulawesi Tengah 53936",Finance Analyst,Finance,2025-04-29
428270,Umi Pangestu,2006-03-21,"Jalan Lembong No. 842, Sungai Penuh, MU 35919",Finance Supervisor,Finance,2024-12-14
8105,"Latif Sudiati, M.M.",1999-08-25,"Gang Raya Setiabudhi No. 70, Sungai Penuh, GO 49727",Underwriting Supervisor,Underwriting,2024-09-12
330141,Juli Ramadan,1997-12-09,"Jalan Kiaracondong No. 435, Cirebon, Sumatera Barat 50531",Claims Supervisor,Claims,2020-12-16
702274,R.M. Gaduh Hastuti,1991-03-10,"Gg. Moch. Ramdan No. 7, Bukittinggi, SU 41501",Finance Supervisor,Finance,2024-04-01
838578,Nadine Mansur,1983-10-16,"Gang Wonoayu No. 2, Banda Aceh, Sulawesi Tenggara 15485",Finance Supervisor,Finance,2021-06-05
377601,"Drs. Citra Gunarto, M.Ak",1998-08-26,"Jl. Sukabumi No. 5, Manado, YO 76577",Finance Analyst,Finance,2023-01-08
143803,Puti Janet Astuti,1982-03-09,"Jl. HOS. Cokroaminoto No. 83, Semarang, KS 73692",Sales Executive,Sales,2023-12-12
659036,"Ana Simbolon, S.Ked",1986-06-06,"Jalan Abdul Muis No. 0, Blitar, Bali 18255",Claims Manager,Claims,2024-08-13
761104,Ir. Hesti Zulaika,1998-04-14,"Gang Gegerkalong Hilir No. 586, Tasikmalaya, KS 62233",Underwriting Manager,Underwriting,2023-04-26
674251,Among Riyanti,1991-12-11,"Jl. Soekarno Hatta No. 4, Tomohon, AC 48462",CS Supervisor,Customer Service,2025-05-11
671156,Harto Zulaika,2003-04-29,"Gang Kutai No. 6, Tual, Kalimantan Utara 50006",Senior CS Officer,Customer Service,2021-11-17
983101,KH. Kadir Pradipta,1984-06-24,"Gg. M.H Thamrin No. 42, Pekalongan, Jawa Tengah 78620",Sales Executive,Sales,2021-07-17
905449,"Rendy Widiastuti, M.Ak",1972-01-06,"Gg. Rawamangun No. 78, Cilegon, JB 42398",Finance Staff,Finance,2022-03-20
67106,Elvina Wastuti,1971-04-25,"Gg. H.J Maemunah No. 25, Bandung, Kepulauan Bangka Belitung 31510",CS Manager,Customer Service,2024-08-25
867840,Gaman Oktaviani,1967-06-10,"Jalan Yos Sudarso No. 6, Meulaboh, Lampung 18248",Underwriter,Underwriting,2022-06-17
603152,"Tgk. Gading Wacana, M.M.",1974-05-24,"Gg. Veteran No. 7, Samarinda, LA 62759",Claims Officer,Claims,2024-12-11
69659,"Hardi Natsir, S.Farm",1978-11-24,"Jl. Ahmad Dahlan No. 24, Meulaboh, SU 98559",Finance Staff,Finance,2025-02-20
734339,Restu Maryati,1967-07-02,"Gang Merdeka No. 568, Palembang, JB 77370",Underwriting Manager,Underwriting,2025-05-03
147153,Dalimin Rajasa,1968-11-19,"Gg. PHH. Mustofa No. 3, Tangerang, Maluku Utara 25623",Regional Sales Manager,Sales,2020-08-23
224408,"Prayogo Narpati, S.Pd",1972-10-04,"Gang Pasir Koja No. 83, Padang, GO 83571",CS Officer,Customer Service,2025-06-15
973390,Drs. Hesti Winarno,1969-10-22,"Jalan Erlangga No. 8, Bandar Lampung, BB 08969",Senior Sales Executive,Sales,2024-02-12
383296,Kunthara Lailasari,1991-08-05,"Gang PHH. Mustofa No. 864, Bandar Lampung, SG 34437",Claims Officer,Claims,2021-11-07
608246,"Drs. Tiara Situmorang, M.Farm",2005-04-27,"Gg. Joyoboyo No. 772, Sawahlunto, SG 42089",Senior CS Officer,Customer Service,2023-01-15
739784,Cici Novitasari,1995-01-22,"Gg. Gardujati No. 20, Balikpapan, Nusa Tenggara Timur 79247",Claims Supervisor,Claims,2024-05-16
503110,Lasmanto Nugroho,2000-05-12,"Jalan Jend. Sudirman No. 09, Tebingtinggi, Banten 25510",Finance Analyst,Finance,2024-01-20
415870,"Nasab Prasetyo, S.E.I",1993-02-03,"Jalan Siliwangi No. 7, Bau-Bau, BB 90978",CS Manager,Customer Service,2024-10-31
397456,"Sidiq Saptono, M.M.",2004-03-27,"Gg. Ahmad Yani No. 13, Kotamobagu, RI 77634",Regional Sales Manager,Sales,2022-08-12
826006,Chelsea Jailani,1974-04-11,"Jalan Rawamangun No. 01, Kota Administrasi Jakarta Utara, Kalimantan Utara 86114",Regional Sales Manager,Sales,2020-12-27
103426,Dr. Joko Sinaga,1999-02-15,"Gg. Indragiri No. 79, Depok, Jambi 45815",Finance Staff,Finance,2023-08-07
280857,Faizah Pranowo,1974-12-23,"Gang M.T Haryono No. 0, Binjai, BT 78893",Finance Supervisor,Finance,2021-04-07
117628,Vivi Hariyah,1986-10-05,"Jl. Suryakencana No. 40, Probolinggo, JB 37813",Finance Staff,Finance,2022-05-20
383748,"Gina Marbun, S.E.I",1978-06-13,"Gang Merdeka No. 4, Kota Administrasi Jakarta Selatan, SU 41340",Underwriting Manager,Underwriting,2020-09-27
54693,KH. Ajimin Puspasari,2006-03-04,"Jl. Kapten Muslihat No. 21, Kediri, MA 37585",Claims Analyst,Claims,2022-10-20
830080,Sari Lazuardi,1974-10-17,"Gg. Abdul Muis No. 875, Bukittinggi, JB 15979",Finance Staff,Finance,2022-11-08
353285,"Dr. Farhunnisa Zulaika, S.E.",1984-09-10,"Jl. Raya Setiabudhi No. 759, Banjarmasin, SG 03592",Finance Analyst,Finance,2020-08-21
253551,"Dt. Wadi Sihombing, S.E.I",1973-01-09,"Jalan Jamika No. 9, Cimahi, PA 10448",Sales Manager,Sales,2020-12-03
730742,Harto Rahayu,1999-04-29,"Jalan Cihampelas No. 424, Gorontalo, Maluku Utara 88388",Claims Supervisor,Claims,2021-01-18
295430,"KH. Harsana Siregar, M.TI.",1996-06-05,"Gang Indragiri No. 979, Bontang, Maluku Utara 84778",Sales Manager,Sales,2023-11-15
708574,Drs. Azalea Putra,1974-09-04,"Gg. Cihampelas No. 2, Tomohon, KI 89403",Claims Officer,Claims,2022-12-21
8691,Drs. Okta Utama,1995-03-03,"Jl. BKR No. 16, Meulaboh, PB 96812",Finance Staff,Finance,2020-11-12
43114,dr. Fitriani Riyanti,1991-05-17,"Jl. Dr. Djunjunan No. 648, Pontianak, Sumatera Selatan 23202",Senior Underwriter,Underwriting,2025-03-15
709625,Laras Firgantoro,1986-05-03,"Jl. R.E Martadinata No. 19, Bandung, Sumatera Selatan 93213",Senior Underwriter,Underwriting,2022-08-14
279450,Maryanto Marpaung,1996-10-03,"Jl. Moch. Ramdan No. 83, Pekanbaru, Bali 43603",Senior Sales Executive,Sales,2023-05-28
660763,Chelsea Pudjiastuti,1981-10-06,"Jalan M.H Thamrin No. 76, Lubuklinggau, SR 07616",CS Officer,Customer Service,2025-01-25
18066,Fitriani Sirait,1993-06-16,"Jalan Kendalsari No. 14, Batu, Jawa Barat 11083",Claims Analyst,Claims,2022-04-15
478760,"dr. Wakiman Mayasari, S.Gz",1979-04-10,"Gg. HOS. Cokroaminoto No. 9, Samarinda, RI 46967",Claims Analyst,Claims,2021-06-05
812843,Cagak Dabukke,1986-10-02,"Gang Cihampelas No. 44, Tangerang Selatan, Sulawesi Utara 36951",CS Manager,Customer Service,2022-07-12
270777,Samiah Wijayanti,1985-10-09,"Gg. Sadang Serang No. 54, Singkawang, Jawa Barat 09937",CS Manager,Customer Service,2021-02-09
997358,Hj. Natalia Ramadan,2003-09-24,"Gang Moch. Toha No. 2, Purwokerto, KT 84738",Underwriting Manager,Underwriting,2024-02-15
356314,Ikhsan Januar,1997-08-16,"Jl. R.E Martadinata No. 8, Denpasar, SU 20729",CS Supervisor,Customer Service,2025-06-22
4507,Paris Rahimah,1974-12-20,"Jl. Setiabudhi No. 9, Sungai Penuh, Jawa Barat 89313",Claims Analyst,Claims,2025-05-10
742577,Setya Hasanah,2005-08-08,"Jl. R.E Martadinata No. 59, Kota Administrasi Jakarta Barat, KR 77014",Finance Staff,Finance,2022-08-31
745543,Unggul Uwais,1989-03-24,"Jl. Cikutra Barat No. 10, Bitung, KU 21004",Finance Manager,Finance,2023-11-09
643084,drg. Akarsana Sitorus,1987-07-30,"Jl. Pacuan Kuda No. 6, Surabaya, KT 53707",CS Officer,Customer Service,2023-07-18
150569,"Hartana Permadi, S.Farm",1976-06-20,"Jl. Indragiri No. 6, Sukabumi, GO 38420",Claims Manager,Claims,2022-11-16
127737,"drg. Zulaikha Mahendra, M.Farm",1983-08-29,"Jalan M.H Thamrin No. 97, Sibolga, Jawa Tengah 05322",Underwriting Manager,Underwriting,2025-03-14
37272,"Ibrahim Padmasari, S.E.",1985-03-21,"Jalan Otto Iskandardinata No. 5, Banjarbaru, Kalimantan Tengah 07767",Underwriting Supervisor,Underwriting,2021-05-21
451664,Surya Marbun,1981-12-17,"Jl. Rumah Sakit No. 73, Bekasi, JI 76612",Underwriter,Underwriting,2023-03-12
404890,Aslijan Melani,1989-12-12,"Gg. Cempaka No. 924, Batu, Gorontalo 46668",Claims Supervisor,Claims,2021-05-08
551702,"Teddy Januar, S.Gz",1996-12-23,"Gang Medokan Ayu No. 4, Depok, DI Yogyakarta 37443",CS Supervisor,Customer Service,2024-02-09
979742,Bagya Natsir,1982-07-19,"Gg. Pacuan Kuda No. 2, Kediri, MA 36485",Senior Underwriter,Underwriting,2021-08-25
674032,Jatmiko Napitupulu,1974-08-26,"Gg. Suryakencana No. 408, Kota Administrasi Jakarta Timur, SU 26215",Underwriting Supervisor,Underwriting,2021-09-15
727063,R.A. Titi Dabukke,1988-03-20,"Gang Rajiman No. 36, Pasuruan, Kalimantan Selatan 58389",CS Supervisor,Customer Service,2025-02-11
206100,"Tgk. Argono Mardhiyah, M.TI.",1977-02-18,"Jalan K.H. Wahid Hasyim No. 097, Depok, Bali 41642",Finance Staff,Finance,2022-03-24
204537,Harsanto Mulyani,1987-10-13,"Jalan Asia Afrika No. 839, Semarang, Kepulauan Riau 02691",Claims Manager,Claims,2021-07-20
67994,Drs. Vicky Haryanto,1996-12-09,"Jalan Dipenogoro No. 030, Banjarmasin, SN 46761",Claims Supervisor,Claims,2024-08-15
565089,Galih Saputra,1972-01-07,"Gang Ahmad Yani No. 175, Payakumbuh, MU 55003",Underwriting Manager,Underwriting,2025-05-21
901818,Salsabila Mahendra,1995-09-29,"Jalan Veteran No. 980, Banda Aceh, DI Yogyakarta 23724",Sales Executive,Sales,2023-03-02
377106,Devi Laksmiwati,1996-10-14,"Jalan Antapani Lama No. 078, Padang, Sulawesi Utara 42765",Claims Manager,Claims,2021-09-19
983831,Wage Yuniar,1993-11-22,"Jl. Jayawijaya No. 9, Pariaman, Kalimantan Barat 41223",Claims Manager,Claims,2023-11-04
732114,Clara Kurniawan,1965-03-28,"Jalan Kendalsari No. 384, Tangerang, Sumatera Selatan 42631",Finance Manager,Finance,2021-10-03
499289,R. Jabal Hutasoit,1986-06-17,"Gg. Sentot Alibasa No. 89, Semarang, Papua 63239",Senior Sales Executive,Sales,2023-04-25
460683,Gawati Wahyuni,1984-12-21,"Gang Ronggowarsito No. 648, Mojokerto, SU 21057",Underwriter,Underwriting,2023-09-06
654252,Radika Padmasari,1974-03-16,"Gg. Jayawijaya No. 5, Pekanbaru, SR 09478",Underwriting Manager,Underwriting,2021-07-04
480887,"Shania Hartati, M.Pd",1969-07-22,"Jl. Suryakencana No. 2, Mojokerto, Gorontalo 51697",Claims Manager,Claims,2021-03-20
73994,dr. Nyana Rajata,1983-06-15,"Jl. PHH. Mustofa No. 607, Pariaman, Maluku 93646",CS Supervisor,Customer Service,2020-09-21
247567,Mustika Haryanto,1981-02-05,"Gg. R.E Martadinata No. 62, Surabaya, JI 51641",Sales Manager,Sales,2021-08-04
454721,"Galih Mahendra, M.Kom.",1999-03-14,"Jl. Rungkut Industri No. 59, Cirebon, DI Yogyakarta 96231",Underwriter,Underwriting,2022-01-28
576805,Reksa Nainggolan,1983-04-27,"Jl. Cihampelas No. 6, Serang, Sulawesi Selatan 46410",Underwriting Manager,Underwriting,2024-03-20
463075,Jelita Nababan,1996-06-21,"Jl. Dr. Djunjunan No. 176, Tegal, Nusa Tenggara Barat 45879",Sales Executive,Sales,2023-08-12
497463,Kemba Yulianti,1999-08-06,"Gg. Wonoayu No. 6, Tangerang Selatan, Kalimantan Tengah 58047",Finance Staff,Finance,2023-04-11
885384,Kani Pradipta,1992-01-31,"Jalan Bangka Raya No. 35, Gorontalo, KS 26664",Senior Sales Executive,Sales,2024-07-08
53070,"Janet Puspasari, S.IP",2000-12-20,"Jalan Kutisari Selatan No. 26, Tanjungpinang, NT 43015",Claims Manager,Claims,2021-01-09
168071,Emil Sinaga,1991-03-14,"Jalan Pasteur No. 188, Kota Administrasi Jakarta Utara, Riau 21464",Sales Manager,Sales,2023-11-29
78309,"Chelsea Yuniar, S.Pd",2000-02-19,"Gang Suryakencana No. 6, Palangkaraya, JK 01870",Sales Manager,Sales,2024-04-15
508480,Maimunah Mandasari,1983-09-20,"Gang BKR No. 4, Lubuklinggau, Maluku Utara 84276",Finance Analyst,Finance,2022-10-24
450310,"Lidya Waskita, S.H.",1995-11-15,"Gang Moch. Toha No. 82, Jayapura, Kepulauan Riau 77577",Sales Executive,Sales,2022-07-17
254481,"drg. Hartaka Saptono, M.TI.",1983-05-12,"Jalan Dipatiukur No. 4, Tanjungpinang, RI 34417",Claims Manager,Claims,2024-08-10
846063,Anita Winarno,1978-01-31,"Jl. Rawamangun No. 48, Cimahi, Kepulauan Bangka Belitung 29196",Finance Staff,Finance,2021-07-11
596730,Lili Hidayanto,1978-05-25,"Jalan Setiabudhi No. 67, Subulussalam, Sulawesi Tengah 93309",Underwriter,Underwriting,2025-04-06
383492,Bella Wahyudin,1991-06-16,"Jl. Rungkut Industri No. 88, Pekanbaru, NB 18096",Finance Staff,Finance,2024-01-07
589502,Danu Marbun,1966-05-13,"Jl. BKR No. 56, Lubuklinggau, Aceh 31512",Sales Manager,Sales,2022-07-26
585559,KH. Harto Wasita,1967-09-25,"Jalan R.E Martadinata No. 1, Jambi, RI 95657",Finance Analyst,Finance,2020-10-08
98566,Purwadi Haryanti,1964-11-27,"Gang Dr. Djunjunan No. 09, Palu, KS 21564",Claims Officer,Claims,2025-04-16
597960,"dr. Paiman Nasyidah, S.E.I",1981-06-04,"Gg. Tubagus Ismail No. 109, Tegal, PB 07822",Claims Manager,Claims,2023-12-11
530257,Cakrabirawa Setiawan,2004-12-07,"Jalan Antapani Lama No. 9, Kupang, Sumatera Utara 49220",Senior Sales Executive,Sales,2020-10-09
679239,Siska Laksmiwati,1979-07-05,"Gg. Erlangga No. 3, Kota Administrasi Jakarta Timur, Riau 54258",CS Officer,Customer Service,2025-03-25
389584,T. Cahyo Napitupulu,1972-12-22,"Jl. Laswi No. 163, Banjarbaru, LA 38305",Regional Sales Manager,Sales,2021-01-06
506742,"Drs. Damu Marpaung, S.E.I",2005-05-13,"Gang Cempaka No. 70, Banjarmasin, Papua Barat 45558",Finance Supervisor,Finance,2021-11-04
925905,Lanang Kuswoyo,1991-04-01,"Jl. Jakarta No. 182, Kota Administrasi Jakarta Barat, PB 52901",Finance Staff,Finance,2022-07-01
101864,"Maras Mahendra, S.Kom",1978-04-28,"Jalan Astana Anyar No. 4, Kupang, Jawa Tengah 89873",Senior CS Officer,Customer Service,2023-12-31
192585,Dt. Mariadi Oktaviani,1969-08-10,"Gg. Stasiun Wonokromo No. 305, Parepare, Sulawesi Selatan 51481",Senior Underwriter,Underwriting,2023-09-06
581869,Tgk. Nasab Manullang,1977-12-22,"Gg. Rawamangun No. 505, Subulussalam, Jawa Barat 98831",Sales Executive,Sales,2023-06-20
95854,Tira Maulana,1976-09-22,"Jl. Rumah Sakit No. 95, Mojokerto, Sulawesi Tenggara 07004",Senior Sales Executive,Sales,2022-02-14
728206,Genta Hardiansyah,1966-07-02,"Gang Abdul Muis No. 854, Padang, YO 70660",Claims Officer,Claims,2022-12-24
503693,Ina Winarsih,1999-10-10,"Jl. Cikutra Timur No. 7, Subulussalam, KU 36989",Regional Sales Manager,Sales,2024-08-31
570534,"Cut Karen Sihombing, S.I.Kom",1969-02-21,"Jl. Rungkut Industri No. 08, Madiun, Maluku Utara 17551",Senior Sales Executive,Sales,2023-02-23
991387,"Rafi Simanjuntak, S.Gz",1999-08-14,"Gang Pacuan Kuda No. 35, Tanjungpinang, LA 21938",CS Officer,Customer Service,2023-08-01
302364,"Putu Mandala, S.E.I",2004-11-25,"Jl. K.H. Wahid Hasyim No. 664, Sabang, SG 62617",Senior Underwriter,Underwriting,2022-04-11
977779,"R. Muni Maryadi, S.Kom",1968-03-29,"Jl. Sukajadi No. 8, Parepare, Sulawesi Tengah 88788",Underwriting Supervisor,Underwriting,2024-11-03
342078,"Cemeti Marbun, M.Ak",2000-05-19,"Gang Pasir Koja No. 53, Depok, Maluku Utara 47600",Regional Sales Manager,Sales,2021-01-29
124552,Hairyanto Mardhiyah,1981-12-30,"Jalan Gedebage Selatan No. 679, Bengkulu, Maluku 32699",Underwriting Manager,Underwriting,2021-08-05
942555,Drs. Vivi Nasyidah,2003-10-14,"Jalan Merdeka No. 01, Tomohon, Kalimantan Utara 67693",Underwriter,Underwriting,2020-08-09
161503,Usyi Wijaya,1974-10-30,"Gang Kapten Muslihat No. 456, Makassar, LA 46924",Underwriting Supervisor,Underwriting,2023-03-19
186970,Gina Astuti,1971-10-20,"Gg. HOS. Cokroaminoto No. 64, Sibolga, YO 84092",Senior Underwriter,Underwriting,2022-07-31
374939,Dt. Kanda Winarno,1974-10-19,"Jl. Otto Iskandardinata No. 2, Mojokerto, KI 34261",Finance Supervisor,Finance,2021-02-11
299098,Kadir Hakim,1983-07-29,"Jl. Soekarno Hatta No. 31, Padangpanjang, SB 44618",Sales Manager,Sales,2020-11-16
196504,Karsana Zulkarnain,1971-06-26,"Jl. Indragiri No. 739, Blitar, Nusa Tenggara Timur 34839",Claims Manager,Claims,2020-08-17
916080,"R.M. Raden Kusumo, S.Ked",1988-07-29,"Jalan Rajawali Timur No. 1, Tual, Jawa Barat 61428",Underwriter,Underwriting,2024-02-09
450250,Pangeran Wibisono,1978-01-15,"Gg. Ronggowarsito No. 5, Bima, Kepulauan Riau 81034",Claims Analyst,Claims,2023-07-14
379772,Jarwa Waskita,1964-09-10,"Gg. Surapati No. 9, Tanjungpinang, Kepulauan Riau 38499",Sales Executive,Sales,2025-03-04
433002,"Tgk. Harsana Iswahyudi, S.Kom",1967-11-28,"Jalan Dr. Djunjunan No. 3, Sungai Penuh, JA 81169",Senior CS Officer,Customer Service,2024-05-23
362537,"Ir. Yani Santoso, M.TI.",1981-12-20,"Gang Setiabudhi No. 638, Sungai Penuh, Sulawesi Selatan 04937",Claims Supervisor,Claims,2025-02-16
62087,"drg. Betania Mansur, S.E.",1971-10-09,"Gang Ahmad Yani No. 896, Padangpanjang, JT 75496",Claims Analyst,Claims,2023-03-01
537142,Lembah Fujiati,2006-09-14,"Gang Jakarta No. 2, Kota Administrasi Jakarta Pusat, Banten 56492",Finance Analyst,Finance,2021-04-30
269851,Omar Waskita,1989-02-22,"Jalan Soekarno Hatta No. 6, Kota Administrasi Jakarta Utara, Papua Barat 42541",CS Supervisor,Customer Service,2024-10-23
702861,T. Raharja Sirait,1973-11-27,"Jl. Cikutra Timur No. 315, Tangerang, PA 19119",Finance Staff,Finance,2021-09-15
60483,Ghaliyati Susanti,1966-09-23,"Gang Pasteur No. 98, Pariaman, BA 68069",Finance Analyst,Finance,2020-07-08
933427,Tgk. Enteng Mayasari,1972-10-17,"Gg. Tubagus Ismail No. 74, Bontang, DI Yogyakarta 67454",Sales Executive,Sales,2022-08-20
240915,"Drs. Opan Tarihoran, S.E.I",2002-01-01,"Gang Jayawijaya No. 1, Dumai, YO 48079",Underwriting Manager,Underwriting,2023-12-09
790943,"Tari Halimah, M.Farm",1996-01-04,"Jalan Waringin No. 515, Yogyakarta, Jawa Barat 53528",Senior CS Officer,Customer Service,2023-10-18
815866,Laila Farida,1979-04-30,"Gg. Raya Setiabudhi No. 991, Palembang, BE 52467",Senior Underwriter,Underwriting,2024-05-26
835521,Syahrini Andriani,1989-04-28,"Jl. KH Amin Jasuta No. 071, Jambi, BB 11896",CS Manager,Customer Service,2021-11-21
734548,H. Kairav Irawan,1973-06-07,"Jl. S. Parman No. 32, Sukabumi, Aceh 70851",Claims Analyst,Claims,2021-02-05
105110,Ciaobella Halim,1982-11-25,"Jalan Rajiman No. 83, Bandar Lampung, KB 30763",Finance Staff,Finance,2023-08-01
130106,"Nadine Halimah, S.I.Kom",1999-07-04,"Jl. Ahmad Yani No. 1, Sorong, DKI Jakarta 20265",Finance Manager,Finance,2023-05-17
759024,Ade Winarno,1976-07-24,"Jl. KH Amin Jasuta No. 5, Ternate, JK 31442",Senior Sales Executive,Sales,2023-03-02
850300,Caket Pertiwi,1983-11-22,"Jl. Antapani Lama No. 63, Salatiga, Sumatera Selatan 03598",Senior CS Officer,Customer Service,2024-07-27
901245,"drg. Gabriella Anggriawan, M.Farm",1990-07-06,"Gg. Moch. Ramdan No. 27, Sabang, Papua 64973",Sales Executive,Sales,2023-06-18
61671,"Puti Nabila Wahyuni, M.Ak",1964-10-11,"Gg. Erlangga No. 37, Gorontalo, Gorontalo 60185",Regional Sales Manager,Sales,2021-01-29
337456,Patricia Hutapea,1999-07-05,"Gg. Raya Ujungberung No. 5, Padang, JT 84712",Sales Manager,Sales,2024-03-11
146804,Salimah Suartini,2000-07-04,"Jalan Cihampelas No. 7, Palangkaraya, Nusa Tenggara Barat 85555",Senior Underwriter,Underwriting,2021-03-29
817529,Kusuma Hidayanto,1998-11-13,"Gang Otto Iskandardinata No. 186, Ambon, SG 35686",Finance Analyst,Finance,2021-11-23
398183,Erik Suryono,1991-10-06,"Gang Ronggowarsito No. 6, Tanjungpinang, Sulawesi Barat 68298",Senior CS Officer,Customer Service,2024-06-11
974278,Nurul Hasanah,1981-03-24,"Jalan Sadang Serang No. 0, Banjar, PB 90088",Claims Officer,Claims,2023-09-06
643902,Elisa Wahyuni,1975-01-29,"Gg. HOS. Cokroaminoto No. 9, Tasikmalaya, KI 14075",Underwriting Supervisor,Underwriting,2023-09-04
276426,"drg. Keisha Rahmawati, S.E.",1982-09-13,"Jalan Astana Anyar No. 9, Pekalongan, Kalimantan Selatan 76754",Underwriting Manager,Underwriting,2021-11-17
419889,Hasna Pudjiastuti,2002-04-01,"Gg. Cihampelas No. 1, Kupang, AC 59794",Finance Analyst,Finance,2021-04-06
108217,"KH. Bagas Adriansyah, M.Pd",1975-03-24,"Gg. Raya Setiabudhi No. 8, Lubuklinggau, Papua 25331",Underwriting Supervisor,Underwriting,2021-04-25
423764,Kawaca Saefullah,1984-07-22,"Jalan Siliwangi No. 77, Langsa, KI 14942",CS Supervisor,Customer Service,2022-01-08
636584,Maimunah Hastuti,2002-09-23,"Jl. Rungkut Industri No. 54, Magelang, Sulawesi Utara 30517",Claims Manager,Claims,2024-02-20
391114,Ella Irawan,1998-11-24,"Gang Jamika No. 9, Meulaboh, Jawa Barat 25718",Claims Manager,Claims,2021-09-06
649311,Yoga Kuswoyo,2006-10-03,"Jalan R.E Martadinata No. 7, Cimahi, MU 40242",Underwriting Supervisor,Underwriting,2024-02-02
426258,"Ratih Kurniawan, S.Psi",1997-01-25,"Gang Pacuan Kuda No. 403, Meulaboh, Kalimantan Timur 89131",Finance Analyst,Finance,2024-06-28
790441,Zalindra Sihombing,1985-02-24,"Jalan Erlangga No. 0, Tegal, Gorontalo 57976",Finance Analyst,Finance,2022-04-07
968745,Lalita Laksita,1982-05-01,"Gg. Ahmad Yani No. 85, Jayapura, SU 52630",Senior CS Officer,Customer Service,2023-11-25
